24.263501,120.696629,0,1
24.263501,120.697709,1,1
24.263501,120.698789,2,1
24.263501,120.699869,3,1
24.263501,120.700949,4,1
24.263501,120.700949,1,5
24.263501,120.702029,2,5
24.263501,120.703109,3,5
24.263501,120.704189,4,5
24.263501,120.705269,5,5
24.263501,120.706349,6,5
24.263501,120.707429,7,5
24.263501,120.708509,8,5
24.263501,120.709589,9,5
24.263501,120.710669,10,5
24.263501,120.711749,11,5
24.263501,120.712829,12,5
24.263501,120.713909,13,5
24.263501,120.714989,14,5
24.263501,120.716069,15,5
24.263501,120.717149,16,5
24.263501,120.718229,17,5
24.263501,120.719309,18,5
24.263501,120.720389,19,5
24.263501,120.721469,20,5
24.263501,120.722549,21,5
24.263501,120.723629,22,5
24.263501,120.724709,23,5
24.263501,120.725789,24,5
24.263501,120.726869,25,5
24.263501,120.727949,26,5
24.263501,120.729029,27,5
24.263501,120.730109,28,5
24.263501,120.731189,29,5
24.263501,120.732269,30,5
24.262421,120.696629,31,6
24.262421,120.697709,32,6
24.262421,120.698789,33,6
24.262421,120.699869,34,6
24.262421,120.700949,35,6
24.262421,120.702029,36,6
24.262421,120.703109,37,6
24.262421,120.704189,38,6
24.262421,120.705269,39,6
24.262421,120.706349,40,6
24.262421,120.707429,41,6
24.262421,120.708509,42,6
24.262421,120.709589,43,6
24.262421,120.710669,44,6
24.262421,120.711749,45,6
24.262421,120.712829,46,6
24.262421,120.713909,47,6
24.262421,120.714989,48,6
24.262421,120.716069,49,6
24.262421,120.717149,50,6
24.262421,120.718229,51,6
24.262421,120.719309,52,6
24.262421,120.720389,53,6
24.262421,120.721469,54,6
24.262421,120.722549,55,6
24.262421,120.723629,56,6
24.262421,120.724709,57,6
24.262421,120.725789,58,6
24.262421,120.726869,59,6
24.262421,120.727949,60,6
24.262421,120.729029,61,6
24.262421,120.730109,62,6
24.262421,120.731189,63,6
24.262421,120.732269,64,6
24.261341,120.696629,65,7
24.261341,120.697709,66,7
24.261341,120.698789,67,7
24.261341,120.699869,68,7
24.261341,120.700949,69,7
24.261341,120.702029,70,7
24.261341,120.703109,71,7
24.261341,120.704189,72,7
24.261341,120.705269,73,7
24.261341,120.706349,74,7
24.261341,120.707429,75,7
24.261341,120.708509,76,7
24.261341,120.709589,77,7
24.261341,120.710669,78,7
24.261341,120.711749,79,7
24.261341,120.712829,80,7
24.261341,120.713909,81,7
24.261341,120.714989,82,7
24.261341,120.716069,83,7
24.261341,120.717149,84,7
24.261341,120.718229,85,7
24.261341,120.719309,86,7
24.261341,120.720389,87,7
24.261341,120.721469,88,7
24.261341,120.722549,89,7
24.261341,120.723629,90,7
24.261341,120.724709,91,7
24.261341,120.725789,92,7
24.261341,120.726869,93,7
24.261341,120.727949,94,7
24.261341,120.729029,95,7
24.261341,120.730109,96,7
24.261341,120.731189,97,7
24.261341,120.732269,98,7
24.260261,120.696629,99,8
24.260261,120.697709,100,8
24.260261,120.698789,101,8
24.260261,120.699869,102,8
24.260261,120.700949,103,8
24.260261,120.702029,104,8
24.260261,120.703109,105,8
24.260261,120.704189,106,8
24.260261,120.705269,107,8
24.260261,120.706349,108,8
24.260261,120.707429,109,8
24.260261,120.708509,110,8
24.260261,120.709589,111,8
24.260261,120.710669,112,8
24.260261,120.711749,113,8
24.260261,120.712829,114,8
24.260261,120.713909,115,8
24.260261,120.714989,116,8
24.260261,120.716069,117,8
24.260261,120.717149,118,8
24.260261,120.718229,119,8
24.260261,120.719309,120,8
24.260261,120.720389,121,8
24.260261,120.721469,122,8
24.260261,120.722549,123,8
24.260261,120.723629,124,8
24.260261,120.724709,125,8
24.260261,120.725789,126,8
24.260261,120.726869,127,8
24.260261,120.727949,128,8
24.260261,120.729029,129,8
24.260261,120.730109,130,8
24.260261,120.731189,131,8
24.260261,120.732269,132,8
24.259181,120.696629,133,9
24.259181,120.697709,134,9
24.259181,120.698789,135,9
24.259181,120.699869,136,9
24.259181,120.700949,137,9
24.259181,120.702029,138,9
24.259181,120.703109,139,9
24.259181,120.704189,140,9
24.259181,120.705269,141,9
24.259181,120.706349,142,9
24.259181,120.707429,143,9
24.259181,120.708509,144,9
24.259181,120.709589,145,9
24.259181,120.710669,146,9
24.259181,120.711749,147,9
24.259181,120.712829,148,9
24.259181,120.713909,149,9
24.259181,120.714989,150,9
24.259181,120.716069,151,9
24.259181,120.717149,152,9
24.259181,120.718229,153,9
24.259181,120.719309,154,9
24.259181,120.720389,155,9
24.259181,120.721469,156,9
24.259181,120.722549,157,9
24.259181,120.723629,158,9
24.259181,120.724709,159,9
24.259181,120.725789,160,9
24.259181,120.726869,161,9
24.259181,120.727949,162,9
24.259181,120.729029,163,9
24.259181,120.730109,164,9
24.259181,120.731189,165,9
24.259181,120.732269,166,9
24.258101,120.696629,167,10
24.258101,120.697709,168,10
24.258101,120.698789,169,10
24.258101,120.699869,170,10
24.258101,120.699869,10,171
24.258101,120.700949,11,171
24.258101,120.702029,12,171
24.258101,120.703109,13,171
24.258101,120.704189,14,171
24.258101,120.705269,15,171
24.258101,120.706349,16,171
24.258101,120.707429,17,171
24.258101,120.708509,18,171
24.258101,120.709589,19,171
24.258101,120.710669,20,171
24.258101,120.711749,21,171
